PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC90 Modifier,IC90,IC50 Modifier,IC50,IC50 Std Dev Modifier,IC50 Std Dev,IC50 Hill Slope,IC50 Normalized Chi2,Percent Inhibition @ 100 uM,Percent Inhibition @ 50 uM,Percent Inhibition @ 25 uM,Percent Inhibition @ 12.5 uM,Percent Inhibition @ 6.25 uM,Percent Inhibition @ 3.13 uM,Percent Inhibition @ 1.56 uM,Percent Inhibition @ 0.78 uM,Percent Inhibition @ 0.39 uM,Percent Inhibition @ 0.20 uM,Maximum Inhibition,Concentration of Maximum Inhibition
1777,49649495,24748003,CCOC1=C(C=C2C(=C1)CNC(C3=CC=CN32)C4=CC=C(C=C4)C(C)C)OCC.Cl,Active,73,,,,28.68,,20.2,,0.53,6.27,2.04,99.9,99.62,79.21,4.57,4.27,1.8,1.11,1.7,2.71,-0.97,99.9,100
1778,49649642,99602,CCN1CN(C(=S)SC1)CC2=CC=CC=C2,Active,68,,,,60.66,,32.55,,2.5,3.53,6.85,90.98,81.7,30.5,-5.05,-5.53,-4.19,-7.57,-1.55,-11.48,-2.43,90.98,100
1779,49664981,4970681,CN(C)CCN1C=NC2=C(C1=N)C(C3=C(O2)C4=CC=CC=C4C=C3)C5=CC=CC=C5OC,Active,71,,,,28.87,,25.24,,59.28,16.33,5,99.61,99.32,46.2,-4.58,-3.01,3.43,-6.52,-6.1,-5.1,-7.19,99.61,100
1780,49665180,4970121,C=CCOC1=CC=C(C=C1)C2=NOC(C2)C(=O)NC3=CC4=C(C=C3)OCCO4,Active,64,,,,60.03,,41.42,,6.91,5.92,13.9,90.96,75.8,3.76,1.28,-7.92,1.81,0.79,-37.07,3.57,-4.24,90.96,100
1781,49665230,819865,C1=CC2=C(C=CC3=C2C(=C1)C(=O)N(C3=O)O)[N+](=O)[O-],Active,76,,,,13.5,,11.87,,108.2,17.03,3.81,99.96,99.4,93.76,70.73,-3.58,6.76,2.91,2.81,0.73,-1.14,99.96,100
1782,49665337,24761079,CC1=C(C=C(C=C1)NC(=O)CNCC2=CC=CS2)Br.Cl,Inactive,0,,,,,,,,,,,7.81,-2.32,-9.54,-0.98,-4.92,-9.3,-7.51,-10.8,-15.27,-8.61,7.81,100
1783,49665585,3106406,CC1=C(C=C(C=C1)N=NC2C(=NN(C2=O)C(=S)N)C)Br,Active,66,,,>,100,,37.2,,2.47,4.95,6.02,89.97,82,11.92,-2.97,-3.37,1.18,-0.52,-7.63,-7.72,-7.76,89.97,100
1784,49665744,3578737,CC1=CC=C(C=C1)CN2CCC(CC2)C3=CC(=NN3)C4=CC=C(C=C4)Cl,Active,76,,,,18.16,,11.73,,0.62,5.02,6.11,94.97,92.45,90.32,59.33,-0.33,0.63,-6.49,-5.58,-4.45,-6.86,94.97,100
1785,49665798,5093561,CC1=CC=C(C=C1)S(=O)(=O)N2C=CC3=C2C=CC=C3OCCOCCNCC4=CC=C(C=C4)F,Active,71,,,,25.98,,22.98,,358.05,17.89,4.26,98.1,99.76,81.87,-3.3,-2.59,-0.35,1.72,-3.39,-5.95,-8.59,99.76,50
1786,49666064,441243,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,Active,68,,,,52.79,,32.9,,1.38,4.65,3.87,99.57,87.97,21.21,6.03,0.79,-2.61,-0.25,-4.81,0.37,-8,99.57,100
1787,49666157,3773770,CC(C(=O)OC)OC1=CC=C(C=C1)C2=NC=CC(=N2)C3=CC=CC=N3,Active,79,,,,6.95,,3.91,,0.31,3.82,7.26,99.64,99.06,97.72,94.38,85.53,30.73,-0.91,-4.51,-5.73,-18.03,99.64,100
1788,49666219,3669408,C1=CC=C(C=C1)N=NC2=C(NN=C2)C3=CC=C(C=C3)Cl,Active,56,,,>,100,,63.11,,18.73,1.12,12.55,44.69,69.98,22.26,3.7,0.17,8.23,1.31,-3.79,-1.1,-4.75,69.98,50
1789,49666263,1477595,C1=CC=C(C=C1)S(=O)(=O)C2=NC=C(C=C2)[N+](=O)[O-],Active,80,,,,2.98,,1.76,,0.03,4.19,1.58,100.28,100.33,100.25,99.84,98.92,90.85,38.21,1.29,-2.38,-2.86,100.33,50
1790,49666378,1472962,C1=CC=C2C(=C1)C=CC(=N2)C3=CC=C(C=C3)N4C=CN=C4,Active,68,,,,42.5,,31,,2.6,6.97,5.62,,96.28,18.38,-4.75,-0.27,8.8,-3.75,-3.08,-3.49,-9.15,96.28,50
1791,49666418,60795,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Active,67,,,>,100,,33.3,,9.86,1.38,16.65,66.5,59.41,69.81,2.57,2.77,2.66,-13.39,-13.42,-5.97,-16.23,69.81,25
1792,49666538,16412981,CC(C(=O)OC)OC1=CC=C(C=C1)CC2=C(C=C(C=N2)C(F)(F)F)Cl,Active,79,,,,5.97,,3.43,,0.24,3.97,7.01,99.42,98.79,97.79,95.77,87.36,43.72,-3.16,-11.75,-2.45,-11.93,99.42,100
1793,49666869,16007420,CCCN(CCC)CCNC(=O)C1=CC2=C(S1)N(N=C2C3=CC=C(C=C3)Cl)C,Active,71,,,,27.12,,23.93,,334.94,17.54,4.49,99.99,98.79,68.38,-4.37,-5.86,-4.92,3.02,-3.82,-7.63,-0.03,99.99,100
1794,49666983,5413834,C1=CC=C\2C(=C1)C3=C(C=CC=C3/C2=N\NC(=O)N)C#N,Active,41,,,>,100,>,100,,4731.16,16.1,9.86,34.77,-8.71,5.03,-6.53,-8.74,-18.85,-6.72,-5.9,-6.73,-8.79,34.77,100
1795,49667132,24761154,CC1=CC2=C(C=C1)N(C(=C2/C=C/C3=CC=[N+](C=C3)C)C)C.[I-],Active,78,,,,6.61,,5.82,,75.73,17.41,4.38,98.85,99.39,99.03,95.14,77.37,-3.48,-3.18,-5.66,-5.08,-6.89,99.39,50
1796,49667229,1504002,C1=CC=C(C=C1)C(=O)C#CC2=CC=CC=C2N,Active,79,,,,21.7,,4.11,,0.32,1.32,4.41,100.22,99.99,97.89,82.66,58.5,41.23,19.75,13.48,10.8,5.59,100.22,100
1797,49667441,16404335,CCOC1=C(C=C(C=C1)C2C3=C(C[C@@H]4N2C(=O)CN(C4=O)C5CCN(CC5)CC6=CC=CC=C6)C7=CC=CC=C7N3)OC,Active,71,,,>,100,,23.72,,1.62,4.15,7.21,88.83,87.32,58.58,0.09,-0.59,0,-0.64,-8.88,-8.49,-4.82,88.83,100
1798,49668070,24761241,COC1=CC=C(C=C1)C2=C(C3=C(O2)C=CC(=C3)C4=CN=C(C=C4)OC)C#CC5(CCCCC5)O,Inactive,0,,,,,,,,,,,7.76,0.18,0.06,5.35,-0.43,-1.91,2.36,-1.15,-1.39,-1.64,7.76,100
1799,49668142,24761297,CCOC(=O)C1=C(C=C(C=C1)C2=C(ON=C2C3=CC4=C(C=C3)OCO4)C)F,Active,59,,,>,100,,53.52,,6.35,3.5,11.14,83.01,49,-2.62,-1.69,-24.15,-2.79,-10.8,-3.04,-7.87,-7.17,83.01,100
1800,49668401,65237,CC1=NC2=C(C=C1)C=CC3=C2N=C(C=C3)C,Active,80,,,,2.11,,1.4,,0.03,5.31,2.41,100.15,100.13,100.08,99.96,99.52,93.56,65.22,2.58,3.73,1.94,100.15,100
1801,49668423,3252186,CCCCCOC1=CC=C(C=C1)NC2=CC(=O)CCC2,Active,50,,,,98.95,,77.83,,20.66,9.15,10.66,90.84,1.65,17.83,-6.35,-3.24,-19.39,-3.12,-2.51,-9.18,-8.04,90.84,100
1802,49668664,298620,C1=CC=C(C=C1)N=NC2=C3C=CC=NC3=C(C=C2)N,Active,67,,,,64.17,,34.73,,4.65,3.58,11.91,100.06,78.62,22.83,6.08,1.65,1.56,-30.88,-3.37,-3.77,-11.51,100.06,100
1803,49668826,3646889,CC1=CC=C(C=C1)C(=O)N2C(CC(=N2)C3=CC=C(C=C3)NS(=O)(=O)C)C4=CC=CS4,Active,71,,,,37.51,,23.59,,0.76,4.74,3.68,98.07,98.01,56.76,4.52,7.24,-0.96,1.41,-0.65,2.48,-6.72,98.07,100
1804,49668876,135500766,CCOC1=CC=CC(=C1O)/C=C/C2=NC3=C(C=CC=C3O)C=C2,Active,79,,,>,100,,4.28,,0.45,3.04,8.92,86.37,86.74,85.71,89.65,78.57,27.9,-0.14,-1.66,0.37,-2.88,89.65,12.5
1805,49669013,6177155,C1=CSC(=C1)C(=O)N/N=C\C=C\C2=CC=C(O2)[N+](=O)[O-],Active,76,,,,15.06,,10.77,,1.31,6.56,8.94,99.63,99.14,98.27,72.7,2.93,-17.04,-6.97,-8.94,-9.57,-11.21,99.63,100
1806,49669308,525811,CCOC1=CC=C(C=C1)NC=NC2=CC=C(C=C2)OCC,Inactive,0,,,,,,,,,,,4.25,0.94,6.09,0.52,2.01,5.31,-0.23,3.07,-15.3,-2.24,6.09,25
1807,49669750,4410945,COC1=CC=CC=C1N2C=C3C(=CC(=CC3=N2)[N+](=O)[O-])[N+](=O)[O-],Active,80,,,,5.89,,1.98,,0.28,2.02,9.71,92.74,,,83,81.45,77.05,43.44,4.21,0.73,-6.79,92.74,100
1808,49669969,3912197,COC1=C(C=C2C(N(CCC2=C1)C(=O)CCl)C3=C(C=CC(=C3)Br)F)OC,Active,74,,,,23.03,,16.6,,0.55,6.72,2.48,99.72,96.76,94.08,12.92,0.91,2.45,0.6,1.09,-2.38,-5.02,99.72,100
1809,49670026,24761540,CC1=C(C2=C(N1)C=CC(=C2)OC(F)(F)F)CCNCC3=CC=C(C=C3)Cl.C(=O)(C(=O)O)O,Active,75,,,,18.75,,14.18,,0.53,7.87,1.77,99.61,99.81,99.42,26.93,4.17,-1.13,0.19,-1.23,0.75,-2.27,99.81,50
1810,49670252,135684840,CN(C1=CC=CC(=N1)C(F)(F)F)/N=C/C2=C(C(=CC(=C2)Br)Br)O,Active,77,,,,11.24,,7.9,,0.39,6.22,3.93,100,100.02,99.62,94.51,19,-0.62,-2.33,-5.33,-3.67,-8.69,100.02,50
1811,49670404,20956355,CCC1=CC=C(C=C1)NCC2=CC(=C(C=C2)OC)CN3C=CN=C3,Active,72,,,,23.73,,21.54,,2438.59,22.66,5.27,100.07,99.97,96.7,-4.24,-5.82,-3.7,-3.26,-5.4,-6.07,-8.93,100.07,100
1812,49670432,19614760,C1=CC=C(C=C1)C2=CC3=C(C=C(C=C3O2)[N+](=O)[O-])N,Active,41,,,>,100,>,100,,3.79,3.72,3.5,49.77,6.61,2.13,5.52,-3.67,-2.43,0.34,-3.81,-3.35,-4.5,49.77,100
1813,49670513,135417167,CCOC(=O)C1=CC=C(C=C1)N=CC2=C(C3=CC=CC=C3OC2=O)O,Inactive,0,,,,,,,,,,,0.57,3.45,3.67,-3.19,-2.61,3.65,-2.92,0.16,-1.87,-5.32,3.67,25
1814,49670524,22549661,COC1=CC=C(C=C1)N2C=C(C3=CC=CC=C3C2=O)C(=O)NC(CCSC)C(=O)OC,Active,71,,,>,25,,24.31,>,9999,23.79,4.97,,,66.1,-1.85,-2.04,6.72,-2.69,6.87,-2.04,-6.06,66.1,25
1815,49670527,9699802,COC1=CC=CC=C1/C=N/NC(=O)NC23CC4CC(C2)CC(C4)C3,Inactive,0,,,,,,,,,,,1.84,-0.96,0.17,-3.29,-0.76,-2.1,-2.8,-1.68,-4.74,-5.69,1.84,100
1816,49670598,24761588,CCCOC1=CC2=C(C=C1)C3=C(C2=NN=C(N)N)C=C(C=C3)OCCC.Cl,Active,76,,,,18.08,,11.06,,0.39,4.47,3.59,100.06,99.91,100,62.75,8.55,-2.82,-5.15,-3.35,3.25,-6.01,100.06,100
1817,49670723,4374687,C1CC1CNC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],Active,78,,,,11.2,,6.57,,0.59,4.12,9.46,94.81,94.65,93.66,85.84,48.88,-6.41,-8.89,-7.38,-13.84,-10.19,94.81,100
1818,49670875,4051075,COC1=CC=C(C=C1)C2=NN(C(=O)C=C2)CC3=C(C=CC=C3Cl)F,Inactive,0,,,,,,,,,,,-1.26,2.17,4.78,-4.24,0.92,-0.12,-1.94,-5.57,3.68,-8.25,4.78,25
1819,49670947,5909322,C1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3C(=O)N2C4=CC=C(C=C4)O,Active,61,,,>,50,>,50,>,9999,27.07,8.27,,48.33,-8.46,-15.08,-8.68,-3.11,-0.64,-7.28,-3.57,-5.36,48.33,50
1820,49671244,2449454,C=CCOC1=CC=CC=C1CN(C2=CC3=C(C=C2)OCO3)C(=O)CCl,Active,79,,,,3.72,,2.7,,0.29,6.83,7.27,97.99,96.56,95.19,91.85,87.73,73.48,0.67,-2.37,-10.2,-7.9,97.99,100
1821,49671449,2807422,CSC1=CC(=NC(=C1)C2=CC=NC=C2)C3=CC=C(C=C3)Cl,Inactive,0,,,,,,,,,,,16.41,11.02,4.38,9.54,5.54,1.46,3.41,1.3,2.46,-0.73,16.41,100
1822,49671475,2802225,CCOC1=CC=C(C=C1)N2CC3=C(C=CC(=C3)OCC)N=C2,Active,49,,,>,100,,79.16,,9.65,8.02,6.41,86.7,2.45,-0.12,-0.73,-0.35,4.67,-16.52,-0.93,-1.33,5.57,86.7,100
1823,49671810,732479,C1=CC(=CC=C1C(=O)CNC(=O)C2=CC=C(C=C2)Cl)Cl,Inactive,0,,,,,,,,,,,4.82,-8.88,-5.93,-0.8,-0.64,-3.17,-0.02,-33.12,-3.32,1.34,4.82,100
1824,49671817,2802138,C1CCN(CC1)CC(CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl)O,Active,76,,,,12.54,,11.15,,308.18,18.61,6.57,99.99,100.07,96.71,89.43,-3.7,-7.62,-7.05,-9.85,-2.28,-10.54,100.07,50
1825,49671898,2823642,CC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C(C=C3N2)C)C)F,Active,80,,,,1.91,,1.32,,0.11,6.05,6.9,93.18,93.43,93.09,91.8,92.69,90.57,73.61,2.74,-3.12,-5.66,93.43,50
1826,49672058,2802693,COC1=CC=CC=C1C2CCN(CC2)CC3=CC4=CC=CC=C4C=C3,Active,72,,,,24.6,,21.79,,219.02,18.08,3.97,99.72,98.22,92.33,-1.02,1.35,2.35,-0.8,-2.97,-8.61,-5.57,99.72,100
1827,49672630,2541754,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC3=CC(=C(C=C3)[N+](=O)[O-])C(F)(F)F,Active,44,,,>,100,,93.54,,5,6.37,5.16,60.48,1.85,-1.3,-2.92,-4.37,-2.98,-7.56,-8.08,-5.65,-4.52,60.48,100
1828,49672639,16314900,C1CN(CCN1CC(COC2=CC=C(C=C2)C#N)O)C3=C(C=C(C=N3)C(F)(F)F)Cl,Active,74,,,,24.28,,15.44,,1.23,4.86,7.42,99.54,99.24,91.77,25.93,4.74,0.71,-15.05,-11.31,-6.83,-5.11,99.54,100
1829,49673239,4961580,C1CC(N(C1)C(=O)CCl)C2=CC3=C(C=C2)OCCO3,Active,77,,,,14.14,,8.76,,0.56,4.59,5.83,99.46,97.5,94.53,83.42,18.78,-11.51,-3.03,1.36,-3.7,-7.97,99.46,100
1830,49673580,16249515,CCOC1=C(C(=CC(=C1)/C=C/2\COC3=CC=CC=C3C2=O)Br)OCC(=O)N(C)C,Active,78,,,,11.45,,6.73,,0.82,4.13,12.69,100.31,99.42,95.9,88.17,44.9,-0.42,-33.68,-2.51,-3.85,-7.43,100.31,100
1831,49673607,9646219,CC1=CC=CC=C1N/N=C/C2=C(N=C3N2C=CC=C3)C,Active,58,,,,72.46,,57.85,,22.15,9.76,8.38,99.74,19.4,3.71,5.79,-4.68,-1.16,-19.7,-3.39,-5.8,-7.67,99.74,100
1832,49673646,9650308,CC1=C(SC=C1)/C=N/NC2=C(C=C(C=C2)F)F,Inactive,0,,,,,,,,,,,-13.38,1.2,-0.66,1.83,-1.86,5.83,-20.51,-3.7,-0.83,-16.25,5.83,3.13
1833,49673661,4799109,CC1=CN=C(S1)NC(=O)NCC2CCCC(C2)CNC(=O)NC3=NC=C(S3)C,Active,66,,,>,50,,36.16,,3.98,6.27,8.95,,88.3,9.28,-8.58,-0.62,-15.22,-9.42,-6.92,-5.42,-9.33,88.3,50
1834,49673676,4195724,CCOC(=O)CSCC(=O)N1CCC(CC1)CC2=CC=CC=C2,Active,77,,,,16.22,,9.38,,0.48,4.02,4.69,99.15,97.55,95.02,75.9,17.89,-10.13,-2.31,-3.11,0.02,-3.78,99.15,100
1835,49673775,4852513,CCOC1=CC=C(C=C1)CN(C)CC(COC(C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC)O,Active,74,,,,18.93,,16.06,,11.71,13.39,7.11,100,99.92,99.73,3.36,-3.74,0.72,-11.03,-5.23,-5.87,-14.35,100,100
1836,49673831,16246993,CCN(CCNCC(COC1=CC=CC=C1C(C)C)O)C2=CC=CC(=C2)C.C(=O)(C(=O)O)O,Active,72,,,,26.04,,22.78,,287.84,16.41,8.2,99.81,99.89,82.15,-2.09,-3.34,-20.71,-5.6,-1.12,-4.58,-6.3,99.89,50
1837,49674002,6213044,C1=CC=C2C=C(C=CC2=C1)C(=O)/C=C/C3=CC(=C(C=C3)O)[N+](=O)[O-],Active,71,,,>,100,,24.01,>,9999,24.11,16.82,79.03,81.3,72.66,-35.98,-5.49,-4.38,-2.77,-6.25,-2.67,-8.67,81.3,50
1838,49674119,16305467,COC1=CC=C(C=C1)OCC2=NN=C3N2N=C(C(S3)CC(=O)O)C4=CC=CC=C4,Inactive,0,,,,,,,,,,,-2.9,-5.75,-3.66,-4.55,-4.01,2.72,-1.35,2.32,-1.92,-3.49,2.72,3.13
1839,49674179,16236791,C1CCC(=NCC1)NNC2=CC=CC=C2.Cl,Inactive,0,,,,,,,,,,,-2.54,4.31,-0.58,1.46,0.43,-0.19,-3.47,-2.2,0.75,-4.32,4.31,50
1840,49674215,4574984,CCCC1=CC=C(C=C1)C2=NN3C(=NN=C3SC2)C(C)C,Active,69,,,,51.12,,29.64,,2.93,4.03,9.44,81.43,90.73,33.86,-0.36,-3.25,-3.07,-12.15,-7.37,0.79,-12.56,90.73,50
1841,49674222,16245312,C1=CC=C(C=C1)C(C2=CC=CC=C2)OCC(CNCCC3=CC=C(C=C3)C(F)(F)F)O.C(=O)(C(=O)O)O,Active,73,,,,23.11,,19.68,,12.1,13.67,4.87,99.55,99.72,96.35,0.2,-5.05,-4.11,-5.64,-4.61,-6.17,-7.47,99.72,50
1842,49674287,2374189,C1=CC=C(C=C1)CN(C(=S)NC2=CC(=C(C=C2)Cl)Cl)N,Active,71,,,,39.38,,25.21,,0.84,4.93,4.16,99.22,92.94,49.95,-0.94,-1.07,-2.99,-1.84,-5.71,-2.69,-7.33,99.22,100
1843,49674384,2095788,CC1=CC(=C2C=NN(C2=N1)C(C)C)C3=CC=C(C=C3)Cl,Active,65,,,,58.08,,38.88,,5.45,5.47,12.3,96.24,80.19,7.48,8.83,1.38,2.46,-32.78,-1.78,1.03,-6.12,96.24,100
1844,49674399,24761675,CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC=[N+](C=C1)CCCCCCCCCC#CC#CCCCCCCCCC[N+]2=CC=CC=C2,Active,79,,,,6.85,,4.02,,0.1,4.13,2.24,100.22,100.21,100.1,97.69,87.06,25,6.8,1.17,2.93,1.69,100.22,100
1845,49674644,16303458,CC(C1=CC=CC=C1Cl)OC(=O)C2=NC3=CC=CC=C3N=C2,Active,72,,,,34.04,,21.99,,0.78,5.03,3.55,98.03,91.58,66.53,3.5,-1.03,3.14,-2.6,-3.78,-2.83,-2.2,98.03,100
1846,49674689,68207,C[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],Active,74,,,,20.85,,16.44,,4.33,9.23,11.24,100.34,100.4,98,7.38,5.91,12.08,6.15,-2.39,1.42,-28.01,100.4,50
1847,49674738,24761770,C[C@@H]1C[C@H](C2=CC=CC=C2O1)NS(=O)(=O)OCC(Cl)(Cl)Cl,Active,47,,,,92.2,,85.45,>,9999,28.9,11.17,98.95,-17.45,-7.53,-9.34,-1.45,-8.17,-9.43,-9.08,-16.53,-6.08,98.95,100
1848,49675007,667490,C1=NC2=C(N1)C(=S)N=CN2,Active,79,,,,5.19,,3.32,,0.11,4.92,3.79,99.23,99.21,98.73,97.82,94.11,43.18,-0.55,-2.27,-1.36,-9.42,99.23,100
1849,49675105,982612,COC1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)N4CCN(CC4)C5=CC=CC=C5OC,Active,71,,,,25.53,,22.81,,1726.49,19.52,8.9,92.44,93.6,85.7,-11.88,-3.79,-2.9,-0.95,-3.9,-4.89,-18.21,93.6,50
1850,49675118,2079296,CN(C)C1(CCCCC1)CNC(=O)NC2=CC(=C(C=C2)Cl)Cl,Active,76,,,,13.05,,11.84,,5832.11,22.61,7.63,97,95.45,93.46,77.31,-8.59,-11.46,-6.79,-10.06,-6.29,-0.99,97,100
1851,49675217,3490803,C1=CC=C(C=C1)CSC2=NC3=CC=CC=C3N2N,Inactive,0,,,,,,,,,,,-6.86,-5.4,-2.24,-11.22,-12.46,-1.21,-1.58,-12.25,-7.56,-51.16,-1.21,3.13
1852,49675298,3591163,CCCCOP(=O)(C(C1=CC=NC=C1)NC2=CC=C(C=C2)C(=O)OCC)OCCCC,Inactive,0,,,,,,,,,,,7.49,4.87,23.04,-1.4,-0.09,8.43,3.67,-2.98,-0.35,-2.9,23.04,25
1853,49675892,3475954,CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=O)CSC2=CC=CC3=C2N=CC=C3,Active,57,,,,68.25,,60.57,,477.77,18.41,5.15,99.99,2.83,-1.88,-4.63,10.06,4.11,-2.55,-1.54,-2.59,-7.3,99.99,100
1854,49675981,9666862,C1COCCN1CCNC(=S)N/N=C/C2=CC=CS2,Active,78,,,,7.16,,6.31,,21.27,17.44,3.46,96.99,96.78,99.68,99.47,45.82,-1.84,0.59,-5.09,-4.3,-5.29,99.68,25
1855,49676421,16240138,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)/C=N/N=C(N)N.[N+](=O)(O)[O-],Active,77,,,,12.83,,9.86,,1.35,8.35,6.63,100.12,98.85,99.3,87.9,2.25,-11.93,-5.19,-10.3,-5.79,-6.4,100.12,100
1856,49676547,6489243,CC1=CC=C(O1)CCC(=O)NC2=CC(=CC(=C2)C)C,Active,44,,,>,100,,92.87,,14.85,4.59,17.45,58.41,5.56,-0.21,-2.09,-10.56,-3.62,-0.21,-5.51,-5.46,-47.39,58.41,100
1857,49677113,16279559,CSC1=CC=CC=C1C(=O)NC2CCSC3=CC=CC=C23,Inactive,0,,,,,,,,,,,20.87,4.76,-1.24,-5.03,-5.26,-2.67,-0.86,0.3,-0.11,-5.62,20.87,100
1858,49677428,24761842,CC1=C2C(=C(C=C1)OC)N=C(S2)N(CCN(C)C)C(=O)/C=C/C3=CC=CS3.Cl,Active,68,,,,36.13,,30.64,,32.04,13.32,6.93,99.9,99.83,6.25,-5.31,-9,-2.3,1.52,-3.32,-3.3,-15.66,99.9,100
1859,49677437,16304770,C1=CC=C(C(=C1)S(=O)(=O)NC2=CC3=C(C=C2)NN=C3)Cl,Active,76,,,,17.13,,11.27,,1.61,5.25,14.78,97.05,92.47,75.76,66.14,-2.21,-29.14,-6.15,-7,-2.06,-12.95,97.05,100
1860,49677590,4884386,COC1=CC=C(C=C1)N2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl,Inactive,0,,,,,,,,,,,-0.33,0.54,-0.36,2.71,-4.31,-1.14,-11.98,-7.35,-5.03,-7.95,2.71,12.5
1861,49677909,4024305,CCCCC(=O)OCC(=O)N1C(C(C(=N1)C2=CNC3=CC=CC=C32)O)C4=CC=C(C=C4)OC,Active,72,,,,25.1,,21.97,,229.14,16.51,8.33,99.87,98.43,89.41,-1.18,-0.54,-6.78,-7.74,-16.67,-7.64,-10.46,99.87,100
1862,49677941,2518638,CN(CC1=CC=C(C=C1)Br)C(=O)CCN2C(=O)C3=C(C2=O)C(=CC=C3)[N+](=O)[O-],Active,42,,,>,100,,97.27,,6759.23,19.39,8.38,63.1,-14.59,-8.51,-3.71,-1.12,-10.36,-7.04,-3.63,-7.96,-5.32,63.1,100
1863,49679153,5837855,C1=C(OC(=C1)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])/C=N\N3C=NN=C3,Active,63,,,,49.93,,45.52,>,9999,23.74,15.99,99.39,90.29,-7.81,-16.09,-17.79,-11.41,-32.48,-9.24,-9.88,-6.28,99.39,100
1864,49679273,4038769,C1=CC=C2C(=C1)C=C3C(=CC(=CC3=N2)[N+](=O)[O-])[N+](=O)[O-],Active,80,,,,0.64,<,0.2,,0.01,1.54,0.96,98.41,99.38,100.09,100.15,100.08,99.91,97.61,90.99,81.91,59.04,100.15,12.5
1865,49679613,1817641,CN1C=C(C2=CC=CC=C21)/C=C/3\C(=O)NC(=O)N(C3=O)C4=CC=CC=C4,Active,64,,,>,100,,41.96,,2.62,3.82,5.84,88.61,68.27,10.64,-4,-3.63,-3.18,-5.45,-4.86,-4.02,-9.28,88.61,100
1866,49679614,9586016,C1=CC=C(C=C1)NC2=NC(=NC(=N2)N/N=C/C(CO)O)NC3=CC=CC=C3,Active,75,,,,24.08,,13.97,,0.51,4.04,3.62,97.67,98.35,92.24,38.32,6.55,-7.88,-2.52,1.06,-3.84,-1.13,98.35,50
1867,49679736,24762072,CC1=C(C=C(C=C1)NC2=NC3=CC(=C(C=C3C(=N2)N)OC)OC)Cl.Cl,Active,57,,,,66.82,,58.74,,730.96,17.03,10.56,100.06,6.04,0.68,-3.11,-4.31,-2.21,-4.74,-4.39,-7.28,-27.63,100.06,100
1868,49679821,24762079,CC1=CC(=C(C=C1)C)N2CCN(CC2)C3=NC4=CC(=C(C=C4C(=N3)N)OC)OC.Cl,Active,74,,,,18.72,,15.29,,2.68,10.85,3.1,100.11,100.13,99.6,10.09,6.29,1.28,-0.16,-1.05,-3.56,-4.67,100.13,50
1869,49679907,3889937,CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)C(C3=CC=CC=C3)NCCN(C)C,Active,77,,,,12.07,,9.32,,1.92,8.5,11.09,99.98,100.03,99.97,92.4,3.24,0.11,3.11,2.54,0.4,-31.1,100.03,50
1870,49679958,1207590,CC(C)OC(=O)C1=CC=C(C=C1)NC(=S)NC(=O)C2=CC(=CN=C2)Br,Active,41,,,>,100,>,100,,58.1,1.17,9.17,41.6,13.9,25.59,3.3,-0.64,-4.57,-3.46,-6.2,-15.63,-6.53,41.6,100
1871,49680186,5066507,COC1=CC=C(C=C1)N2C(=C3CSCC3=N2)NC(=O)CCl,Active,78,,,,12.47,,6.92,,0.85,3.74,11.87,98.73,96.36,92.95,84.14,45.55,-8.23,-1.39,-25.99,-5.46,-11.53,98.73,100
1872,49680640,135417169,COC1=CC=C(C=C1)C2=CC3=C(S2)C(=O)NC(=N3)CCl,Active,78,,,,6.45,,5.94,>,9999,26.39,6.64,97.88,97.1,95.7,92.23,79.64,-11.8,0.16,-2.61,-6.07,-8.82,97.88,100
